Name,Imported table,Total
Clayton,"Andy Anders,Billy D. Fletcher,Joe Bear Parker,Mary H. Campbell,Rydell Turner,Clarence PaPa Skipper,Floyd Barber,Sandy Clayton,Willie Bill Evans,Irene Jefferson,""Carl R. Thompson, Sr.""",11
Dry Prong,"Billy Chandler,James P. Jay Lemoine,Trevor S. Fry,Glynn K. Maxwell,Yvie Edwards Fry,Jeremy C. Cedars,Robbie C. Maxwell,Walker Wright,Arnold R. Murrell,Donnie Brown,Lucas LaCour,Eddie E. Baxley,Randy Browning,Craig McCain,Karen Holston Edwards,Charles E. Chuck Evans,F. H. Bubba Dykes,R. Wayne Nugent,John Landry,Preston H. Mosley,Shannon Basco,Lisa M. Butchee,Sharon Fisher-Basco,Roger Davis,Roger E. Davis,Jerry G. Edwards,Belinda L. Gauthier,Gena Gore",28
Hornbeck,"Frankie Howard,Clarence Beebe,Stieve E. Holley,Doyle Carpenter,Jose S. Chavez,Greg Lantier,Lawrence Trotti,Terri Whiddon",8
Ball,"Chris Hazel,John Buck Lincecum,James E. Deslatte,Roy Hebron,Jay L. Barber,Curtis Buster Robertson,Willie Bishop,Jerry Giddings,Bryan Adams,Genny Poteet",10
Larose,"Jerry Truck Gisclair,Jimmy Guidry,Bennett Arceneaux",3
Watson,"""Mack Bodi White, Jr."",""Robert H.Bob Morrison, III""",2
Amite,"John Bel Edwards,Brenda Bedsole Ricks,Kenneth R. Miller,Huey N. Davis,""Theodore McCray, Jr."",Major Coleman,James E. Bull Baker,Larry Charles Freeman,Raymond Baker,James Rube Ardillo,Mia Lewis,Julian E. Dufreche,Joaquin JR. Matheu,Michael A. Petitto,Tonya P. Mabry,Anthony S. Butch Robinson,Teresa Grace Holden,Reginald Goldsby,Jerry Trabona,""Walter Daniels, III"",Jonathan Foster,Mark D. Vining,Neil Currier,Rose Sumrall",24
St. Amant,"""M.J. Mert Smiley, Jr."",Ralph Tureau,Rhett Bourgeois,Tommy Martinez,""Randy T. Clouatre, Sr."",Steve A. Broussard,Harold Jarreau,John C. Hebert,James E. Chief LeBlanc",9
Violet,"Reed S. Henderson,""Errol Louis Schultz, Jr."",""Henderson Lewis, Jr."",Barbara Manuel,Benjamin P. Benny Ruiz",5
Arcadia,"Glenn Fallin,Kathy Conville Sims,Kathy Sims,John E. Ballance,James W. Jim Martin,Jimmie D. Smith,Don Smith,Bill Sims,Patrick O. Jefferson,Dan K. Loe,Esther Ballard Sullivan,David E. Cook,Craig A. Jenkins,Eugene Smith,Donnie Byrd,Victor W. Rogers,Doreatha Nelson,Maggie Roberson,Billy R. Cook,Mattie Lou Harris,E.J. Ratcliff",21
Farmerville,"Jay B. McCallum,""Joseph A. Cusimano, Jr."",Robert G. Bob Buckley,Dodi Dodd Eubanks,Terry Baker,Steven Venters,Charles Sawyer,A. J. Smith,Vergil Ramsey,Don Acree,""Robert C. James, Jr."",Casey Kennedy,""Herman Senn, Jr."",Nancy Moon Hearn,Scotty Aulds,Larry Booth,""Stein Baughman, Jr."",E. Bim Coulbertson,Wayne Pone Jones,Lavelle Maine,Joseph Jones,Gerome Nation,Jerry Taylor",23
Mer Rouge,"Daniel Joseph Ellender,Jerry L. Jones,""Harry Reese, Sr"",Mary C. Hayden,David G. Thomas,""John D. Johnny McAdams, III"",Richard Blackwell,Tim Mitchell,Marvin Marley Oldham",9
Baskin,"James M. Jimbo Stephens,Harvey Guimbellot,Tim Eubanks,Billy Joe Cupp,Danny Barber,Mike Ballard,Larry Robert LaBorde",7
St. Joseph,"John D. Crigler,James E. Paxton,Leslie Lee,Rickey A. Jones,Ernest Sikes,Irby S. Gamble,Keith Dewayne Butler,Jane Netterville,Rod Webb,Taylor Grayson,Annice Miller,Esaw Turner,Steven D. Vinson,Annie M. Watson,Thelma A. Bradford,Ernest L. Hestle,Edward L. Brown,Albert Buddy Tindell,""Jimmy S. Clark, Sr."",Theodore Jackson,Evelyn Guy",21
Jonesville,"Kathy Johnson,""Lee C. Foster, Jr."",John C. Reeves,Carmon F. Walker,Raymond Rouse,Delores McEntyre,Libby Ford,""Benny Vault, Jr."",""Joe Barber, Sr."",Jackie Paulk,Tim Tomlinson,Charles Bo House,Josephine Jones,Letishia Hatcher,Wayne D. Sanders,Robert T. Bobby Alexander,TeRan S. Book,Rickey Morris,William R. Schneider,Hiram Evans,Jackie C. Rouse,Stephen R. Mophett,Josie Bullitts,Loria Hollins,""Tommy L. Branch, III"",Paul Scott,Jimmy Jernigan,Bobby R. Francis,L. V. Pete Breithaupt",29
Harrisonburg,"Leo Boothe,""Jack F. Owens, Jr."",James H. Terry,Paul A. Lemke,James Glen Kelly,Janet T. Payne,Garry L. Wright,""J. D. Alexander, Jr."",Lillian S. Aplin,Michael Tubre,Joe Cook,Richard A. Doll Hatten,Greg Terry,Charles L. Watson",14
Winnfield,"Jacque Derr,R. C. Chris Nevils,Marvin R. Harrell,Wayne T. Moore,Deano Thornton,Michael L. Tinnerello,Chester Derr,Gregg Davies,Herman A. Castete,A. D. Bodie Little,Donald E. Don Kelley,Lawrence Desadier,Randolph Williams,Deionne Dee Carpenter,Doris Leeper,Jack McFarland,David Shelton,Anastasia Staci Wiley,Sidney Walton,Dianne Carpenter Peters,Marsha Booker Goff,Rosa Williams,Christy Harrell,B.R. Audirsch,Donald L. Richardson,Todd H. Martin,Ricky T. White,Brenda Kae Richardson,J. E. Roy Jones,Mark C. Johns,Chad Blundell,Kenneth Chad Blundell,Ronald Goff,Johnny Ray Carpenter,Willie Sunset Holden,Jeffery Hamilton,Sarah Junkin,Sarah Russell Junkin,Matt Walton,Kenneth Kenny Caldwell",40
Melrose,Dee A. Hawthorne,1
Mamou,"Thomas Tom Fuselier,Mitchell Ryan Ardoin,David Landreneau,Dan Hoffpauir,Dave McGee,Hope Landreneau,""Joe Deshotel, Jr."",Wilda Chamberlain,Greg Dupuis,Joe Paul Deshotels,Ricky Fontenot,Scott Christ,Jody Soileau,Robin Young",14
Broussard,"""Patrick Louis Rick Michot, Sr."",Charles E. Langlinais,Johnnie M. Foco,Terry J. Guilbeau,David M. Bonin,Keith G. Rousseau,Gertrude Batiste,Kenny Higginbotham,Albert Nookie Romero,Boyd F. Zeke Zitzmann,Barbara Broussard,Laura Menard,Dianne McClelland",13
Iota,"Kristian D. Earles,Nick Bouterie,Larry G. Miller,Milton Simar,Elridge Pousson,Paul Doucet,John D. Sittig,David Scott Pousson,R. B. Toby Fontenot,Troy Lantz,Cody Leckelt,Raleigh Miller,Warren C. Pousson",13
Lockport,"Bruce Simpson,Roland Chiasson,Andrea Bollinger,L. Phillip Gouaux,Dennis Jean Chiasson,Richard Champagne,Warren Vedros,Donovan J. Barker,Paul Champagne,Craig Rogers,Rodney Hartman,Weldon Chunky Triche",12
Wilson,"Hal Ware,Joshua Thomas,Marilyn Broadway,Harriett T. Sensley,Eunice N. Smiley",5
Clinton,"William G. Carmichael,Uncle George Charlet,Talmadge Bunch,David Dart,H. T. Bubby Jackson,Michael DeJohn,Dennis Aucoin,""E. L. Larry Beauchamp, III"",Karl Bubba Chaney,Louis Kent,Leon Sonny Franklin,Richard W. Terrell,Michael Ray Bradford,Anthony Tony Rouchon,Dewey W. DeLee,Nellie A. Thomas,James Bubba Bradham,Marcy T. Robinson,Don Reason,Johnny Beauchamp,Lori Ann Bell,George B. Kilbourne,""Clovis Matthews, Sr."",Lisa Davis Washington",24
Albany,"Elizabeth Beth Wolfe,Eddie Wagner,Sid Kinchen,Max C. Owens,Bruce Bennett,Thomas A. Stewart,Russell Deloy Hutchinson,Lloyd E. Gene Glascock,Edmond C. Harris,Lloyd Bee Martin",10
Folsom,"Ray Childress,""James A. Red Thompson, II"",""Stephen J. Jack Loup, III"",Juanita F. Mizell,""John Thomas Mathies, III"",Marshell Brumfield,Phillip Bickham,Ronald W. Ronnie Holliday,Ken Wilt",9
Paulina,"Tom Kliebert,""Edmond E. Kinler, Jr."",""Willy J. Martin, Jr."",Boy LeBlanc,""Wilson F. Malbrough, Jr."",Carol C. Lambert,Stephen Lukey Louque,Timothy Droopy Bourgeois,Brent H. Dicharry",9
Washington,"Alonzo Harris,Kenneth D. Vidrine,Ronald E. Buschel,Dillard Butch Deville,Gloria D. Fontenot,Lou Dean O. Bordelon,Sherron Roberie,Charles R. Charlie Bill Soileau,Joseph Joe Pitre,John Offord,Mona C. Wilson,Gary J. Wilson,Wilson Doomes,Laura Budden Allegood,Wilbert Bobby Ledet",15
New Llano,"John Ford,Beryl Ford,Freddie Boswell,Danny Hunt,Charlie Balthrop,Charlotte McHenry Cooper,Terry Speicher,Carolyn H. Todd,Erwin Wilson",9
Oberlin,"Patricia Cole,H. Todd Nesom,Harold Brady,Gerald Harrington,Doug Sonnier,Gregory Monceaux,Timmy Chaumont,John D. Manuel,Phil Beard,Richard Young,Troy Meaux,Mark E. Manuel,Robert Bob Vest,Jame Tee Ryder,Janice D. Simon",15
St. Bernard,"Manuel A. Manny Fernandez,Perry Nicosia,Marie Louise Weeshee Melerine,Wayne J. Landry,""Fred Everhardt, Jr."",Donald D. Campbell,Bruce Jackson,Anthony Tony Guerra",8
Pontahoula,Robert J. Klees,1
Grayson,"Don C. Burns,Maxie McCarty,Bobbie R. Harrison,Charles Flukie Braddock,Mark May,Hershel Volentine,Carmen Meredith Head,Mitchell Mitch Bratton,Christina Chrissy Browning,Raymond Cruse,Sandra Hillestad Evans",11
Cameron,"Penelope Quinn Richard,Theos Duhon,Carl Broussard,Mona Kelley,Kirk Burleigh,Marsha Trahan,Marvin Trahan,Karen Faulk Nunez,Harold W. Buddy Hardie,Connie A. Trahan,Davy Doxey,Tim Trahan",12
Coushatta,"Lewis O. Sams,Julie C. Jones,Pam McAlexander,Johnny Ray Norman,Stuart Shaw,Becky Craig,Wyche Coleman,William Brown,Reggie Green,Billy Gay,John June Bug Moore,Ben Taylor,Sammy Sledge,Gene Longino,Ricky Cannon,Cleve Miller,Kasandria Wells White,Valerie Cox,J. B. McElwee,William Bill Shelton,""Randy Thomas, Jr."",Robert Perkins,Earl Webb,Randy Thomas,John Chuck Moore,Rose Byrd,Jimmy R. Stothart,Cody Hillman,James P. Murray,John B. Youngblood,Vince Almond,Trish Gamble,Clyde Stovall,Kathy Jordan Quick,Myra F. Woodard,Virginia B. Calhoun,John D. Henry,Mallory Mack Parson,Edna M. Webb,Rosetta Wilson",40
Edgard,"Madeline Jasmine,Sterling Snowdy,Eliana Olivier DeFrancesch,""Haston Lipper Lewis, Sr."",""Russell Jack, Jr."",Chyrall August",6
Keatchie,"Charles B. Adams,Travis Whitfield,Queenie D. Rogers,Jeanette Pons Avila,William Chad Burford,Lorice A. Pipkin,Audrey Rachal,Angela Toney",8
Gibsland,"Jonathan M. Stewart,Roy Lilly,Lee Thomas,Anthony V. Jenkins,Reginald Shaw,Darryl Ryder,Patrick White,Herbert Thurmond Newman,Michael D. Wright,Dawson L. Anglin,Timmy L. Cato,""Ray Ivory, Sr."",Marketris Q. Jones,Ruby Grubbs,Dee D. Jowers,Jonathan A. Kidd,Ora Elizabeth H. Towns,Philip L. Towns,Scott Calhoun,""John Crawford,"",John M. Crawford,James E. Moss,Don M. Travis",23
Vienna,Robert W. Levy,1
Maringouin,"""Richard J. Ricky Ward, Jr."",Matt Jewell,Stanley Washington,Jackie Wesley,Larry Johnson,John F. Overton,John Big John Simien,""Kirkland Anderson, Sr."",Samuel C. Sammy Collura,""Edward James, Jr."",Demi Vorise,Charles E. Wright",12
Jackson,"Sam D'Aquilla,""Edward Ed Brooks, Sr."",Chris Ferguson,Richard Dudley,Willie Meaner Jackson,Oliver L. Wingfield,Mitch Harrell,""Henry Howell, IV"",Beth L. Dawson,Julia Adams,Joel Odom,Charles Coleman,Fred Allen,Toby J. Aucoin,Michael O. Harrell,Donald E. Havard,Linton Manuel,Keith Mills",18
Hackberry,"Cecil R. Sanner,Jeff Sanders,Steve Racca,Dwayne Sanner,Brian Desormeaux,Gwen Sanner Constance",6
Arnaudville,"Kathy Richard,Richard Mizzi,Chester Doc Broussard,Annette K. Guidry,Ricky J. Lagrange,Todd Meche,""Louis E. Stelly, Jr."",Albert Hollier,Huey J. Wyble,Tina Rivette LaGrange,Linda Stelly,Judy D. Meche,Leo Meche,Nick Degueyter,Rose Knott,Floyd Y Knott",16
Basile,"Berline B. Sonnier,""Allen Ivory, Jr."",Ronnie Denette,Rodney J. Bellon,Mona Fontenot Jenkins,Jessica Denette,""Frank Ceasar, Sr."",Horace Darbonne,Suzellen Stroderd Lopez,Sidney Fontenot,Bobby Deshotel,Charlotte Smith,Earlin Fruge,Michael Mike Stockwell",14
Delcambre,"Carol Broussard,James Broussard,""Scott Peter Saunier,"",Sarah Ann Trahan,Timothy Slim Derise,Donald Phonse Martin,Mildred D. Delcambre",7
Duson,"Carolyn Susie Lagneaux,""Frank Andrew, III"",Gerald Alleman,Dwayne Bowers,Eugene Cahanin,Jimmy Champagne,Alvin Felix,Mike Hefner,Kermit J. Guidry",9
Junction City,"Preston Rogers,Clarence McLelland,Ronnie Daniels,Terry Enis,Arnold Jones",5
Donaldsonville,"Myron Toft,Oliver Joseph,George Probst,Felix Sternfels,Jeffrey F. Wiley,Oliver Joseph,Catherine Davis,Andrew Falcon,Andrew Banana LeBlanc,""Leroy Sullivan, Sr."",Anthony Tony Huey,Raymond Aucoin,""Reginald Francis, Sr."",""Charles R. Brown, Sr."",Emile John Spano,""John P. Beck, Sr.""",16
Estherwood,"Phil Myers,Abraham Lynn Shamsie,Treg Myers,Bill Maples,Kevin LeBlanc,Anthony Borill,John Monceaux,Tim Savant",8
Morse,"Kermit Richard,Michael Chiasson,Robert Butch Istre,Jason Todd Richard,Randall Bertrand,Wade Clement,Peggy S. Romero",7
Church Point,"A. J. Jay Credeur,Cade Benoit,Gene I. Daigle,James Bozo Higginbotham,Elton Bee Cormier,Ferdie Miller,Roger Boudreaux,""Albert J. Venable, Sr."",Debra Guidry-Thomas,Joy Daigle,Gary J. Duplechin,Aimia MiMi Doucet,Errol Slu Comeaux,Melissa F. Labbe,Ricky J. Comeaux,Watson J. Champagne",16
Egan,Douglas J. Doug LaCombe,1
Branch,"Wayne Doucet,James June Meche",2
Mermentau,"David W. Fruge,Donald C. Bertrand,Troy Cormier,Ernest Sheeney Gautreaux,Darla Istre",5
Kinder,"Schelly Doise,Rodney M. Steed,R. E. Sonny Weatherford,Carolyn Manuel,Brett Fawcett,Ron Craiger,Estes LeDoux,Gary G. Pelican,Bennie E. Pelican,Ferda Wykoff,Wayland LaFargue,Susan Doumite,Angie Weatherford Van Norman,Byron Buller",14
Pitkin,"Richard Earl,Donald Don Dowies,L. C. Coker,Reginald Reggie Johnson,Leonard Johnson,Michael Perkins,Ellis Yeley,Lavell Pete Johnson,Robert M. Lacaze,Lealon Johnson",10
Mittie,"Roland Hollins,Chad Reeves",2
Reeves,"Kent Fontenot,Billie Faye Felice,Ryland Dunnehoo,Scott Walker,Buddy Estay,Waylin P. Bertrand,Janice Brown,Jeanne Markway",8
Sugartown,"Faye Hollins,Ray Dickens",2
Elton,"Donnie Shuff,Curt Guillory,Charles Bruchhaus,Linda G. Langley,Cursey Junior Marcantel,Cathy Hollingsworth,Chad Carrier,Tracie Doescher,""Durffey Joseph Fontenot, Jr."",Kimberly Manuel Guidry,Alphonse Kotch Guillory,Margaret G. Langley",12
Elizabeth,"Robert Bob Crafton,Shane Ware,Nettie Clark,Lydia Kingan,Michael Melder,Shirley Smith,Michael R. Sutton",7
Darrow,"L.C. Irvin,Jesse Bartley",2
Duplessis,"Cheryl Fontenot,Pat Bell,""Pat Bell, Sr.""",3
Sorrento,"Blake A. LeBlanc,""Earl L. Theriot, Jr."",John Braud,""Wilson Longanecker, Jr."",Marvin L. Martin,""Lionel Melancon, Jr."",Milton Needlenose Vicknair",7
Plattenville,"Collette Vizier,Wayne Poche",2
Belle Rose,"Patrick O. Lawless,Henry J. Dupre,Leonard Alcorn,Ray Nicholas",4
Labadieville,Jeff Big Daddy Naquin,1
Mansura,"I. B. Lemoine,Dennis Bivens,Shelia Blackman Dupas,Sterling Hayes,Bert Lemoine,""Kenneth Pickett, Sr."",John Johnson,Judy Augustine Bazert,Julia R. Boston,Connie D. Ducote,Gaon E. Escude,Floyd A. Murray",12
Moreauville,"Marguerite Constantine,Eugenia Geane Desselle,Ernest Desselle,Bert Bordelon,Lionel Bordelon,Reggie Ducote,""Kenneth Farbe, Jr."",""Oscar O.P. Goody, Jr.""",8
Vick,Larry K. Sayes,1
Bunkie,"Francis Keller,Wade Ducote,James H. Mixon,Fred Carmouche,Lizzie A. Ned,Van Kojis,""Gerard C. Moreau, Jr."",Mary L. Fanara,Charles Chuck Descant,Lemuel Lem Bassett,Craig W. Foster,Travis J. Armand,Bruce L. Coulon,""Clayton Rick Henderson,"",Charles Fontenot,Larry Lafleur,""Floyd J. Moran, Sr."",Joyce Stagg Whaley",18
Plaucheville,"Gary Plauche,Jim Doc Guillory,Ronald A. McDonald,Leon Ray Rabalais,Mona Rabalais,Garry Carter,Linda Landrneau Gagnard,Aaron Lemoine",8
Simmesport,"George L. Mayeaux,""Roger Adams, Sr."",Sylvester Callihan,Eric John Rusk,John L. Moreau,Charles Austin,Ted Turner,Kenneth L. Marsh,Myron Brown,Manuel Kirk",10
Effie,"Lynn Deloach,John M. Hathorn",2
Hamburg,"""Carlos A. Mayeux, Jr.""",1
Deville,"Sam Piazza,Jamie L. Floyd,Hayden A. Paul",3
Evergreen,"John M. Armand,David Blanchard,Wanda Clark,Michelle Mayeux Dupuy,Kathy Joffrion,Heather Oliver Juneau,""Kenneth Thompson,""",7
Longville,"William M. Coleman,Dwayne Tink Reeves,Bradley Wayne Harris,Darrin Manuel,Tony Deville",5
Singer,"Tim Myers,Gerald M. Mike McLeod,Alfred Al Doyle",3
Merryville,"N. R. Rusty Williamson,N. R. Rusty Williamson,Anthony B. Carlson,Connie E. Sissy Williamson,Micheal Whitehead,Charles E. Hudson,""James Longoria,"",James E. Longoria,Cheryl Arnold,David Eaves,Beaver Knighton,Carolyn Rhodes,Webb Stark",13
Fields,"""Russell W. Havens, Jr."",Allen Ray Brown",2
Ragley,Clyde H. Dennis,1
Castor,"Scott G. Yarnell,Mike McCarthy,Jackie B. Sullivan,Jack D. Sullivan,Vicki S. Pickett,""James Haskin, Jr."",Ray A. Bess,Charles Harper,Beth Warren,Raymond L. Calep",10
Ringgold,"Gregory R. Wilson,Tony Lawson,Bonita Reliford,Martha Grigg,Eugene L. Rudy Basinger,Stephone Taylor,Lawson Bradley,Johnny Lee Shepherd,Bobby Guin,Larry J. Hays,Keith C. Johnson,Alan D. Clayborn,Karen S. Womack",13
Bienville,"Richard Walker,R. Yale Poland,Wesley Boddie,O. D. Patterson,Effie Lee Brice,James N. Kirkham,""James B. Smith, Jr."",Donald Sanders",8
Jamestown,"Ryanie O. Evans,Ralph Todd,Conley Ray Bare,Michael J. Taylor,James G. Wiggins",5
Quitman,"David W. McConathy,Tom Goss,Mary May Saulters,Dennis Clary,David Smith,Milton S. Bryant,Claude McMillan,Joe Vail,Donald E. Comer,David D. Womack,William Culpepper,Sylvia J. Pagan,James H. Trull",13
Bryceland,Donald Donnie Byrd,1
Elm Grove,James L. Frost,1
Plain Dealing,"Winfred R. Johnston,Clifford Cannon,Jack Cook,Julia A. Budwah,Eddie Chandler,Roy Tony Jenkins,Ronald Ronnie Matlock,Dale Barnette,Richard Stanford,Charlotte Giles Hamiter,Linda Hamiter,Marilyn Gray Bordelon,Kenneth W. Stiles,Terry J. Richardson",14
Princeton,"Cullen B. Keith,Jeff Weems",2
Vivian,"Doug Dominick,Joe Caldwell,Stephen G. Taylor,Sam Curry,Randy Slagle,John Pete Shepard,Johnny A. Cook,Steve B. Wilson,Raymond Earl Williams",9
Belcher,"Barbara Douget,Jennifer C. Fant,Tommy G. Hatcher,Sandy Duncan,Kathleen Kathy Jackson,David Strahan",6
Greenwood,"Tom Bryson,David L. Hanson,""Frank Stawasz, Jr."",Gary Cook,Heidi NaQuin,Jewel Jaudon,Brad Edwardes",7
Ida,"Dale A. Hopper,""Clyde H. Smokie Maddox, Sr."",""David C. Austin, Jr."",Betty Biddie Dial,Kenny Shaw,Louis Thomas",6
Gilliam,"Paul Sapp,Helen Adger,Deldecarleo M. Walker,Marilyn S. Adcock,Joyce Glass,Karen Logan",6
Rodessa,"J. Perry Hart,Paul W. Lockard,Nathan Bradshaw,David Lee Norman,Rick Quillin",5
Blanchard,"Johnny Bubba Digilormo,Gary Presswood,Nathan A. Ashby,Patsy A. Lee",4
Hosston,"Dennis White,Whit Giles,Claude J. Clay,Claude James Clay,Betty Susie Giles,Lydia Stewart",6
Westlake,"Robert Lynch,Hal McMillin,Randall Randy Burleigh,Danny Cupit,Jeremy Cryer,John M. Cradure,Lori Peterson,Wally Anderson,Dan Racca,Bob Hardey",10
Iowa,"Tony Stelly,""R. L. Webb, Jr."",Norman Butch Ryan,C. J. Scheufens,Howard Keith Vincent,Jerry R. Lap Lapearous,Larry Hardy,Calvin Caesar,Thomas Tommy Talbot,Gerald Guidry,Julius Bubba Caraway,Tammie Miller,George Gotreaux",13
DeQuincy,"Sandy Treme,James Jim Karr,Thomas Tom Threet,Rickey Brummett,Lawrence Henagan,Denise Maddox,Lynne Treme,W. Tracey Brown,Judy Landry,Andrea Coleman",10
Hayes,"Percy Aucoin,Roland Perch Bertrand",2
Starks,"Gerald A. Fountain,Arnold L. Smith",2
Vinton,"Danny Landry,Wayne Doucette,Kenneth O. Stinson,Ricky Fox,Bliss Bujard,Harold R. Douga,B.B. Loyd,Kevin Merchant,Paul Patin",9
Clarks,"John Garrett,Mary Taylor,Toby Esters,Shawn Guinn,Buddy Carter,Fred Grant,Phyllis Holmes,Bonnie Hurst,James King",9
Grand Chenier,"Lee J. Harrison,Dorothy Dot Theriot,Nadine Richard,Freddie A. Theriot",4
Johnson Bayou,Magnus Sonny McGee,1
Bell City,"""Charles Precht, III"",R. Scott Nunez",2
Creole,"Thomas McDaniel,Scott A. Trahan,Loston McEvers",3
Big Lake,Darryl Farque,1
Lake Arthur,"Carrie J. Broussard,Nolan J. Broussard,Fred Schlesinger,Donald Woods,John Marceaux,Greg Bordelon,Malon Dobson,Debbie Abshire,C. H. Brandy Hammond,E. R. Red Giles,Cheryl Vincent,Dorothy L. Charles,Kirk J. Conner,Ellsworth Duhon,David A. Hanks,Cindy Lapoint",16
Sicily Island,"Albert Kaline Patten,Dorothy Jean Watson,Jane Martin,Richard Price,""H. C. Trey Peck, III"",""James Art Goode, Jr."",Donald Ashley,Derrick Frazier,""Walter M. Mark Krause, Jr.""",9
Rhinehart,Dewey W. Stockman,1
Haynesville,"Kenneth White,Mark A. Furlow,Robert Bob McDaniel,Joe A. Sturges,William H. Maddox,Joe M. Lee,A. D. Williams,Charles F. Clawson,Sherman Brown,Anthony Craig Smith,Valinda Faye Webb,Herbert Taylor,Barbara Beene Net Torrence,Brian Bogle,Carla Frasier Smith",15
Summerfield,Brian Butch Bays,1
Athens,"Lavelle Penix,Scott Davidson,Stanley O. Edwards,Thomas E. Tommy Davidson,Hubie D. James,""Clayton M. Jack Spurlock, Jr."",Melver Stassen",7
Bernice,"Danny Doc Lee,Amanda Verdin,Johnny Buckley,John Johnny Watley,Barbara Yarbrough,Marcus Watley,Robert Dean Tubbs,Joe Hicks,Ricky Albritton,Gene Terral,Rhodell Montgomery,Teddy Sutton,Mildred Ferguson,Amy Pesnell",14
Lisbon,"Wayne Tanner,Marilyn Lowrey Myers",2
Monterey,"Ray Routon,Tommy Red Tiffee,Darlene Baker,Levear Book,Jerry Lipsey",5
Ridgecrest,"Ferris Bull Durham,Kevin Graham,Wanda Smith,Gayle A. Cowan,James Cowan,Robert D. Maples,Dwayne Sikes",7
Logansport,"Jimmy Stephens,Gerald Jerry Moncrief,Dewayne Mitchell,Coach Haynes,Helen Holmes,Jerry L. Lowe,Hollis Holmes,E. J. Barber,Katherine Freeman,Clemmie P. McCoy,Norman Arbuckle,Douglas Robert Guillotte,June Creech Hooper,Deborah M. Roberts,Edith Duncan Williams,Wanda Sue Lewis Fields,Connie Jackson",17
Grand Cane,"Jack Grindle,Richard Fuller,Mclawrence Fuller,""Clayton Davis, Jr."",William H. Bill Cook,Rhonda H. Meek,Marsha Lea Richardson",7
Frierson,Reggie Roe,1
Pelican,"Fred Jones,Shirley Payne,Pat Chamberlin",3
Gloster,"Dudley M. Glenn,Mark Ross,""Troy Bubba Yopp, III""",3
Longstreet,Frank Joseph Elliott,1
Central,Scott Wilson,1
Pride,Randy Lamana,1
Lake Providence,"Mark W. Shumate,Beatrice Allen Carter,Jim Holt,John E. Shoemaker,Joseph B.B. Jackson,Kendall Lydell Thompson,Roger Odell Clement,Harriet Bridges,Evangelia Fields,Gene Edmondson,Roger Shoemaker,Fannie Hawkins,Georjean Jefferson Jackson,Tommy McKeel,Glenn Dixon,Gregory Jones,""Isaac Fields, Jr."",Renee Blockwood Jones,Ray Frazier,Nemia Nate Madere,KarVan Powell,Amos Wright,Alfred J. Young",23
Transylvania,"Geneva F. Odom,Truett Dunn,Debra Hopkins",3
Epps,"Ralph W. Coleman,Johnny Lee Simms,C. T. Red Rawls,Donald Ray Gwin,Jeff Guice,Roosevelt Porter,Shirley Gibson,Charlie M. Grimble,Roberta P. Simms",9
Ethel,"Ron Smith,John M. Barnett,E. S. Buggs Barnes,Henry Lee Bud Wicker,Raymond D.Ray Williams",5
Reddell,Eric B. Soileau,1
Pine Prairie,"Wayne Dardeau,Terry Savant,Todd Ortis,Tammy M. Hammond,Debbie Oge,Quint West",6
Chataignier,"Herman Malveaux,""Paul Allen, Jr."",Joseph H. Simien,Alton Thomas",4
Turkey Creek,"Blaine Janet,Louis Dale Marcantel,W.L. Chapelle,Jessie Johnson,Kurry Stewart",5
Wisner,"Jesse Young,Bill Carroll,Lawrence Roberts,Danny Richardson,Dale Mason,Allyn Jean Luckett,Billy Cureington,Nettie B. Brown,Mike Caldwell,Thomas Lemle,Marc McCarty,Thomas W. Moore",12
Gilbert,"R. V. Arnold,Don R. Beaube,Mike Stephens,Ty Britt,Kathleen Dunaway,Marcus Louis Ezell,Leo Miller",7
Crowville,Johnnie Marshall,1
Colfax,"Connie Youngblood,Brandon H. Henderson,C. Todd Vallee,Alice S. Pharis,J. ElRay Lemoine,Roy Dean Nugent,Jimmy Bryant,""Tom Hamilton, Jr."",Marvin P. DeLong,Karen Y. Layton,""Tony L. Bo Vets, II"",""Larry Parker, Sr."",Willie R. Peavy,Joey E. Fuller,Gerald Hamilton,Alan D. Futrell,Lourain C. LaCour,Cora Reed,Lorraine G. Sapp,Gayle Sonny Tyler",20
Bentley,"Alice M. Bryant,Baxter W. Welch,Kraig D. Fussell",3
Georgetown,"Donnell Spurgeon,Roy G. Edwards,Terry W. Oliver,Danny C. Olden,""Billy Ray Prince, III"",Jim Bradford,Robert K. Sanders,""Ray Williamson, Jr.""",8
Lydia,Blaine Meche,1
Loreauville,"""Albert A. Broussard, Jr."",Tony Broussard,Mark Landry,Sandy J. Sonnier",4
Carville,"Kevin Butchie Ambeau,Leonard Buck Jackson,""Jimmy Green, III"",Kevin Butchie Ambeau,""Melvin L. Hasten, Sr.""",5
Rosedale,"Randy Sexton,Lawrence Football Badeaux,Mike Sparks,Kevin Gantt,Randel Panco Badeaux,Dana Nereaux Alexander",6
White Castle,"Warren T-Notchie Taylor,Mitchel J. Ourso,Henry Bucket Scott,""Freddie Sam Molden, III"",Albertha Davis Alp Hasten,Darlene M. Ourso,Roland Roach Fremin,Joseph Joe Richard,Maurice Big Moe Brown,Mario D. Brown,John Plug Barlow,Erick Duck Batiste,Jonathan Jon-Kris Greene,Gerald Jermar Williams,Garnell Young",15
